Título,URL,Time Stamp,Fecha publicacion,,Imprescindible Residir,Funciones,Jornada,Experiencia,Tipo contrato,Salario,Alta Candidato,Acceso Empresas,Alta Empresa Gratis,Big Data,Idiomas,Formación Mínima,Nivel Profesional,CVs inscritos en el proceso,AdministradorProgramadorTécnico de Sistemas,Otras Provincias,AdministradorConsultor,Big DataInteligencia Artificial/Machine Learning,ComercialConsultor,Número de puestos,Incentivos,AdministradorRedesTécnico de Sistemas,Personas a cargo,Jefe de ProyectoTécnico de Gestión,Analista ProgramadorConsultorProgramador,Programador,Soporte Técnico,Consultor,Arquitecto TIC,Arquitecto TICDevOpsTécnico de Sistemas,Arquitecto TICDevOps,Técnico de Sistemas,Jefe de Equipo,+ Países,Info Otros Países,Diseño gráfico,Tester,Formador,AnalistaConsultor,Analista ProgramadorProgramador,HelpdeskTécnico Hardware,Analista,AnalistaBig Data,AnalistaAnalista ProgramadorProgramador,Analista ProgramadorInteligencia Artificial/Machine LearningProgramador,Analista ProgramadorBig DataIngenieros/Industria,Jefe de Proyecto,Jefe de EquipoJefe de Proyecto,RedesSoporte Técnico,AdministradorTécnico de Sistemas,HelpdeskRedesSoporte Técnico,Analista ProgramadorAnalista,Desarrollador MóvilProgramador,Ingenieros/Industria,CiberseguridadRedes,Jefe de EquipoProgramador,Arquitecto TICTécnico de Sistemas,Big DataConsultor,ElectrónicaProgramador,Ciberseguridad,ML GenIA,Salesforce,Tableau,Api First,LAN,Kibana,vmware,Api rest,microinformatica,Vue,network,javascript,spring,docker,sap,node.js,snowflake,Arquitectura distribuida hexagonal,colas,SonarSource,AsyncAPI,Appian,GCP,team management,SDK,ia,Oauth,data management,wifi,SAP TRM,Maven,doors,TestRail,postgresql,helpdesk,typo3,big data,azure,excel,sql server,TypeScript,marketing,soporte,etl,HyperV,Oracle,Java,symfony,software,Github,figma,salesforce,Scrum,SQL,api,AWS,One identity Safeguard,pmp,IA,Rust,TCP/IP,protobuf,Citrix,jenkins,redes,hp nonstop,data,scrum,iOS,CISSP,hana,UML,Duplo,aws,Mikrotik,SLA,SIEM,Python,HANA,VMWare,Node,lan,Terraform,scala,ESX,Inteligencia artificial,RTCP,.net,C++,copilot,HTML,pl/sql,Redes,OSS,ITIL,Typescript,QA,linux,Atlassian,Spring Framework,cloud,kubernetes,vpn,listas,mysql,PAM,OpenAPI,jira,Sonar,react native,kanban,gRPC,ongoing,HPE,gcp,Jira,git,Scala,Calypso,oracle,SAP,crm,typescript,arrays,Kubernetes,hashMaps sets.,sql,MOCKITO,Synapse,java,JavaScript,CI/CD,active directory,rest,SonarQube,DDD,estructura de datos,swagger,Mulesoft,BI,Windows,agile,itil,machine learning,chatgpt,OpenApi,Azure,UX,Databricks,ETL,HP Nonstop,JUnit,Kafka,dbt,ticketing,Datafactory,Swift,C,React,Spine 2D,php,WAN,fortinet,cisco,pilas,N8N,Mongodb,shadowbase,Linux,Spring,confluence,angular,AVD,react,ciberseguridad,CSS,j2ee,ci/cd,RDF,Jenkins,ASP NET MVC,formacion,KPI,c nist,api rest,windows,IAM,office 365,python,net,Microstrategy,Kanban,TACL,Spark,Liferay,Opentrack,avro,Javascript
Técnico de sistemas autonomo,https://www.tecnoempleo.com/tecnico-sistemas-autonomo-ivranet-sistemas-s-l/microinformatica-active-dir/rf-4f6d1dd24219a3cdf648,2025-02-14 10:03:11,14/02/2025Actualizada,Madrid(Presencial),,Soporte Técnico,Jornada completa,3-5 años,Freelance/Autónomo,,No especificado,No especificado,No especificado,,Inglés (Medio),FP2/Grado Superior,Empleado,7,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gestor de Proyectos .Net,https://www.tecnoempleo.com/gestor-proyectos-net-tecnonalia-network/net-sql-git-jira/rf-e60818358203e302bd43,2025-02-14 10:03:11,14/02/2025Actualizada,Madrid- España,,Jefe de Equipo,Jornada completa,Más de 5 años,Indefinido,42.000 € - 48.000 € Bruto/año,No especificado,No especificado,No especificado,,,Diplomado,Empleado,19,,,,,,,Si. Bonus.,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Programador + IA,https://www.tecnoempleo.com/programador-ia-vilatec/java-python-sql-php-scala-mysql-postgresql-ia-intel/rf-62e51a6d02b98377aa40,2025-02-14 10:03:11,14/02/2025Actualizada,100% En remoto,,Analista Programador,Jornada completa,1 año,A determinar,21.000 € - 24.000 € Bruto/año,No especificado,No especificado,No especificado,,,FP2/Grado Superior,Empleado,81,,,,,,,"Mobilidad, Dietas, Formación",,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tecnico Soporte Redes N1,https://www.tecnoempleo.com/tecnico-soporte-redes-n1-cibersuite-networks-s-a/redes-cisco-fortinet-wifi/rf-e0751b2d3258233fed4b,2025-02-14 10:03:11,14/02/2025Actualizada,Malaga -Málaga(Presencial),Provincia Puesto,Helpdesk,Jornada completa,2 años,Indefinido,,No especificado,No especificado,No especificado,,Inglés (Alto),FP2/Grado Superior,Empleado,26,,"Cádiz, Córdoba, Granada, Madrid y Sevilla",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java (Modelando diagramas de flujo UML),https://www.tecnoempleo.com/java-modelando-diagramas-flujo-uml-second-window/java-uml-jenkins-sonarqub/rf-a44e1926b29f13678a4b,2025-02-14 10:03:12,14/02/2025Actualizada,Madrid- España,,Analista Programador,Jornada completa,2 años,Indefinido,,No especificado,No especificado,No especificado,,,Grado Medio,Empleado,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tècnic de Sistemes Analista Informàtic,https://www.tecnoempleo.com/tecnic-sistemes-analista-informatic-aigues-reus/esx-hyperv-sql-oracle/rf-c0b31ae12216b3a7d647,2025-02-14 10:03:12,14/02/2025Actualizada,Reus -Tarragona- España,,Técnico de Sistemas,Jornada completa,1 año,Indefinido,33.000 € - 33.000 € Bruto/año,No especificado,No especificado,No especificado,,,Grado EEES (Bolonia),Empleado,7,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desarrollador fullstack .NET Core+Vue.js,https://www.tecnoempleo.com/desarrollador-fullstack-net-core-vuejs-noratic/net-vue-angular-react-docke/rf-32a6120be26283d2e249,2025-02-14 10:03:12,14/02/2025Actualizada,100% En remoto,,Programador,Jornada completa,2 años,Indefinido,,No especificado,No especificado,No especificado,,Español (Excelente),FP2/Grado Superior,Empleado,16,,,,,,2,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP FI Consultant,https://www.tecnoempleo.com/sap-fi-consultant-plexus/sap-hana/rf-6229116b12bf83ed8840,2025-02-14 10:03:12,14/02/2025Actualizada,100% En remoto,,Consultor,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,4,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consultor tecnológico Workplace,https://www.tecnoempleo.com/consultor-tecnologico-workplace-accenture/citrix-avd-vmware-aws/rf-c42f139f92aa93a1c740,2025-02-14 10:03:13,14/02/2025Actualizada,Barcelona- España,,Consultor,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,1,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C++ Software Development Engineer,https://www.tecnoempleo.com/c-software-development-engineer-amazon/c-react-native-swift/rf-fc4113d98242636a7548,2025-02-14 10:03:13,14/02/2025Actualizada,Madrid- España,,Desarrollador Móvil,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Software Developer Java,https://www.tecnoempleo.com/principal-software-developer-java-oracle/java-sdk/rf-74501ce9d2c483136241,2025-02-14 10:03:13,14/02/2025Actualizada,100% En remoto,,Programador,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,5,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appian Developer,https://www.tecnoempleo.com/appian-developer-plexus/appian/rf-a5c515bae2a7b35b064a,2025-02-14 10:03:14,14/02/2025Actualizada,100% En remoto,,Programador,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,3,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP Retail Consultant,https://www.tecnoempleo.com/sap-retail-consultant-madrid/sap-hana/rf-c5301e0162f903a6c649,2025-02-14 10:03:14,14/02/2025Actualizada,Madrid- España,,Consultor,Jornada completa,2 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,1,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP APO Consultants,https://www.tecnoempleo.com/sap-apo-consultants-accenture/sap/rf-e46c105c126703eb8b4d,2025-02-14 10:03:14,14/02/2025Actualizada,Barcelona- España,,Consultor,Jornada completa,2 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,1,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer Spark y Scala,https://www.tecnoempleo.com/data-engineer-spark-scala-serbyte-servicios-it/spark-scala/rf-bb681bbf922cc3037c4f,2025-02-14 10:03:14,14/02/2025Actualizada,100% En remoto,,Big Data,Jornada completa,2 años,Indefinido,30.000 € - 60.000 € Bruto/año,No especificado,No especificado,No especificado,No especificado,,,Empleado,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Developer Java,https://www.tecnoempleo.com/senior-software-developer-java-oracle/java-sdk/rf-880f1f336249a36bc54e,2025-02-14 10:03:15,14/02/2025Actualizada,100% En remoto,,Programador,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,4,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ingeniero/a especialista Simulación,https://www.tecnoempleo.com/ingeniero-especialista-simulacion-madrid/opentrack-duplo/rf-70e913be825c532e354a,2025-02-14 10:03:15,14/02/2025Actualizada,Madrid- España,,Ingenieros/Industria,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Technical Java Development Lead,https://www.tecnoempleo.com/technical-java-development-lead-bnp-paribas/java-spring/rf-c6ec17fa12db93870e4a,2025-02-14 10:03:15,14/02/2025Actualizada,Madrid- España,,Programador,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,1,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iOS Developer,https://www.tecnoempleo.com/ios-developer-plexus/swift-ios/rf-62bc1c0b225983ad5042,2025-02-14 10:03:15,14/02/2025Actualizada,100% En remoto,,Desarrollador Móvil,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Development Engineer,https://www.tecnoempleo.com/software-development-engineer-amazon/c-rust-java-typescript/rf-039f1247529653617144,2025-02-14 10:03:16,14/02/2025Actualizada,Madrid- España,,Programador,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,1,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
